word,phonetic,translation,tag,exchange
thinking,'θiŋkiŋ,"n. 思考, 思想\na. 思考的, 有理性的",gk ielts,0:think/1:i/i:thinking
third,θә:d,"num. 第三, 三分之一\n[机] 第三; 第三的",zk gk ielts,
thirdly,'θә:dli,adv. 第三,cet4 cet6,
thirst,θә:st,"n. 口渴, 渴望\nvi. 口渴, 渴望",gk cet4 cet6 ky ielts,i:thirsting/s:thirsts/p:thirsted/3:thirsts/d:thirsted
thirsty,'θә:sti,"a. 口渴的, 渴望的, 干燥的",zk gk,r:thirstier/t:thirstiest
thirteen,'θә:'ti:n,"num. 十三, 十三个",zk gk,
thirty,'θә:ti,"num. 三十, 三十个",zk gk,
this,θis,"pron. 这, 本\na. 这, 本\nadv. 这么",zk gk,
thorn,θɒ:n,"n. 刺, 棘, 荆棘",cet4 cet6 ky toefl ielts gre,s:thorns/i:thorning/p:thorned
thorny,'θɒ:ni,"a. 多刺的, 令人苦恼的",toefl gre,t:thorniest/r:thornier
thorough,'θʌrә,"a. 十分的, 彻底的",gk cet4 cet6 ky toefl ielts,
thoroughly,'θʌrәli,"adv. 彻底地, 绝对地, 透彻地, 详尽地, 周到地, 完全地, 完善地, 全面地",cet6 toefl,
those,ðәuz,pron. 那些,zk gk,
though,ðәu,"adv. 然而, 可是\nconj. 虽然, 纵然",zk gk,
thought,θɒ:t,"n. 想法, 思想, 思维, 关心, 挂念\nthink的过去式和过去分词",zk gk cet4 cet6 ky toefl ielts,0:think/1:pd/s:thoughts
thoughtful,'θɒ:tful,"a. 深思的, 体贴的",cet4 cet6 ky toefl ielts,
thoughtless,'θɒ:tlis,"a. 欠考虑的, 无深虑的, 轻率的",cet6,
thoughts,,n. 思想；思维；想法（thought的复数）,ielts,0:thought/1:s
thousand,'θauznd,"num. 千\na. 成千的, 许多的\nn. 许许多多",zk gk ielts,
thousand-fold,,"adv. 千倍, 千重\na. 千倍, 千重",toefl,
thousandfold,'θauznd'fәuld,"a. 千倍的\nadv. 千倍地, 成千倍",toefl,
thrall,θrɒ:l,"n. 奴隶, 束缚, 奴役",toefl gre,
thrash,θræʃ,"vt. 打, 使逆行, 胜过, 推敲, 鞭打\nvi. 打谷, 痛打, 剧烈扭动, 逆行\nn. 打谷, (划水)鞭状动作",cet6 gre,i:thrashing/p:thrashed/d:thrashed/3:thrashes/s:thrashes
thread,θred,"n. 线, 丝, 纤维, 线索\nvt. 穿线于, 穿过, 通过, 用线穿成\nvi. 穿过\n[计] 线索, 线程",zk gk cet4 cet6 ky toefl gre,s:threads/p:threaded/i:threading/d:threaded/3:threads
threadbare,'θredbeә,"a. 衣服磨薄了的, 穿旧了的, 衣着褴褛的, 俗套的, 乏味的",gre,
threadlike,'θredlaik,"a. 丝状的, 像丝的, 细长的",toefl,
threat,θret,"n. 恐吓, 恶兆, 威胁\n[经] 威胁",cet4 cet6 ky toefl gre,s:threats
threaten,'θretn,"vt. 恐吓, 威胁, 预示...的凶兆\nvi. 威胁, 恫吓, 可能来临",cet4 cet6 ky toefl,d:threatened/i:threatening/p:threatened/3:threatens
threateningly,'θretnɪŋlɪ,"adv. 威胁地, 胁迫地, 危险地",toefl,
threats,θrets,"n. 威胁, 恐吓( threat的名词复数 ); 可能造成威胁的人[事, 想法]; 恶兆, 兆头",ielts,0:threat/1:s
three,θri:,"num. 三, 三个",zk gk,
three-dimensional,θri:'dimenʃәnәl,"a. 三维的, 立体的, 真实的",toefl,
thresh,θreʃ,"vt. 打谷, 摔打, 反复研究, 推敲\nvi. 打谷, 鞭打, 剧烈扭动",cet6 toefl gre,i:threshing/p:threshed/3:threshes/d:threshed/s:threshes
threshold,'θreʃәuld,"n. 门槛, 入口, 开端, 阈\n[计] 阈; 阈值",cet6 ky toefl ielts,s:thresholds
thrift,θrift,"n. 节约, 茂盛, 海石竹",ky toefl,s:thrifts
thriftless,'θriftlis,"a. 不节俭的, 浪费的, 无用的",ky,
thrifty,'θrifti,"a. 节俭的, 兴旺的, 繁茂的",cet6 ky toefl gre,
thrill,θril,"n. 震颤, 激动, 刺激性, 一阵激动\nvi. 震颤, 颤抖, 激动\nvt. 使激动, 使颤动",gk cet4 cet6 ky ielts,s:thrills/3:thrills/i:thrilling/p:thrilled/d:thrilled
thriller,'θrilә,"n. 使人激动的东西, 使人毛骨悚然的东西, 使人毛骨悚然的小说",gk ielts,s:thrillers
thrive,θraiv,"vi. 繁荣, 兴旺, 茁壮成长\n[经] 兴旺, 繁荣, 旺盛",cet4 cet6 ky toefl ielts gre,3:thrives/p:thrived/i:thriving/d:thrived
throat,θrәut,"n. 咽喉, 喉咙, 嗓音\nvt. 用喉音说, 开沟于",gk cet4 cet6 ky ielts,s:throats
throes,,"n. 阵痛, 临死的苦痛, 垂死的挣扎, 剧痛, 痛苦, 苦闷, 苦难, 艰苦的奋斗",gre,0:throe/1:s
throne,'θrәun,"n. 王座, 君主",cet4 cet6 ky gre,s:thrones/i:throning/p:throned/3:thrones/d:throned
throng,θrɒ:ŋ,"n. 群, 人群, 群集, 众多\na. 拥挤的\nvi. 群集, 蜂拥\nvt. 在...群集, 使拥塞",cet4 cet6 toefl ielts gre,d:thronged/p:thronged/i:thronging/s:throngs/3:throngs
throttle,'θrɒtl,"n. 节流阀, 节气阀, 喉咙\nvt. 扼喉咙, 使窒息, 压制, 使节流\nvi. 窒息, 节流, 减速",toefl gre,s:throttles/i:throttling/p:throttled/d:throttled/3:throttles
through,θru:,"adv. 穿越, 从头至尾, 到底, 因为\nprep. 经过, 穿过\na. 对穿的, 直达的, 完结的",zk gk,
throughout,θru:'aut,"adv. 到处, 贯穿全部地, 自始至终\nprep. 遍及, 在各处\n[计] 吞吐量",gk cet4 cet6 ky ielts,
throw,θrәu,"vt. 投, 掷, 抛, 发射, 摔下, 匆匆穿上(或脱下), 抛弃, 摆脱\nvi. 丢, 掷, 抛\nn. 投掷, 掷骰子, 冒险",zk gk toefl,d:thrown/p:threw/i:throwing/3:throws/s:throws
throwback,'θrәubæk,"n. 掷回, 挫折, 阻止\n[医] 返祖者, 隔代遗传者",gre,s:throwbacks
thrust,θrʌst,"n. 插, 戳, 刺, 猛推, 口头攻击, 推力\nvt. 插入, 猛推, 刺, 戳, 强加, 延伸\nvi. 插, 刺, 戳, 延伸, (用力)推",cet4 cet6 ky toefl ielts gre,p:thrust/0:thrust/1:pd/d:thrust/i:thrusting/s:thrusts/3:thrusts
thumb,θʌm,"n. 拇指\nvt. 以拇指拨弄, 笨拙地摆弄, 用拇指翻旧, 迅速翻阅, 作搭车手势",cet4 cet6 ky toefl ielts,s:thumbs/p:thumbed/i:thumbing/3:thumbs/d:thumbed
thump,θʌmp,"n. 重打, 重击声\nv. 重打, 撞击, 痛打",toefl,p:thumped/i:thumping/d:thumped/3:thumps/s:thumps
thunder,'θʌndә,"n. 雷, 雷声\nvi. 打雷, 轰隆地响, 怒喝\nvt. 大声喊出, 轰隆地发出",gk cet4 cet6 ky toefl ielts,p:thundered/i:thundering/s:thunders/d:thundered/3:thunders
thunderstorm,'θʌndәstɒ:m,n. 雷暴雨,gk toefl,s:thunderstorms
Thursday,'θә:zdi,n. 星期四,zk gk ielts,s:thursdays
thus,ðʌs,"adv. 如此, 因此, 到如此程度\n[医] 乳香",gk cet4 cet6 ky,
thwart,θwɒ:t,"a. 横放的\nvt. 反对, 阻挠, 横过\nprep. 横过\nadv. 横过",toefl gre,d:thwarted/p:thwarted/i:thwarting/3:thwarts
Tibet,ti'bet,n. 西藏,gk,
tick,tik,"n. 滴答声, 一瞬间, 壁虱, 褥套, 信用, 赊欠\nvi. 滴答响, 活动\nvt. 滴答地记录, 标记号于",gk cet4 cet6 ky ielts,i:ticking/s:ticks/p:ticked/d:ticked/3:ticks
ticket,'tikit,"n. 票, 券, 车票, 标签, 入场券, 证明书\nvt. 加标签于, 为...购票",zk gk toefl ielts,s:tickets/i:ticketing/p:ticketed/3:tickets/d:ticketed
tickets,,n. 票；罚单（ticket的复数）,ielts,1:s3/0:ticket
tickle,'tikl,"n. 胳肢, 痒\nvt. 胳肢, 使发痒, 使快乐, 逗乐\nvi. 觉得痒, 使人痒",cet6,i:tickling/p:tickled/d:tickled/3:tickles/s:tickles
tickler,'tiklә,"n. 难题, 难事, 备忘录, 呵痒的人\n[经] 备忘录, 记事本, 到期票据记录簿",gre,s:ticklers
ticklish,'tikliʃ,"a. 易倒的, 不稳定的, 难对付的, 怕痒的",gre,
tide,taid,"n. 潮, 潮汐, 趋势, 潮流, 涨潮, 高潮\nvt. 使随潮漂流\nvi. 顺潮行驶",cet4 cet6 ky toefl ielts,s:tides/i:tiding/p:tided/3:tides/d:tided
tidy,'taidi,"n. 椅子的背罩, 装杂物的容器\na. 整齐的, 有条理的\nvt. 弄整齐, 收拾, 整理\nvi. 整理, 收拾",zk gk cet4 cet6 ky ielts gre,i:tidying/p:tidied/d:tidied/r:tidier/3:tidies/t:tidiest/s:tidies
tie,tai,"n. 带子, 线, 鞋带, 领带, 领结, 关系, 束缚, 平局, 不分胜负\nvt. 系, 打结, 扎, 约束, 与...成平局\nvi. 结合, 打结, 不分胜负",zk gk cet4 cet6 ky,d:tied/s:ties/p:tied/i:tying/3:ties
tiff,tif,"n. 一口淡酒, 小争吵, 小口角, 淡酒\nvi. 小争吵, 生气",gre,s:tiffs/3:tiffs
tiger,'taigә,"n. 老虎, 虎, 凶暴的人",zk gk cet4 cet6 ky,s:tigers
tight,tait,"a. 紧的, 密封的, 吝啬的, 严厉的\nadv. 紧紧地",gk cet4 cet6 ky toefl,r:tighter/s:tights/t:tightest
tighten,'taitn,"vt. 勒紧, 使变紧\nvi. 变紧, 绷紧",cet6 ielts,p:tightened/d:tightened/i:tightening/3:tightens
tightfisted,'tait'fistid,a. 吝啬的,gre,
tightly,'taitli,"adv. 紧紧地, 坚固地",cet6,
tile,tail,"n. 砖瓦, 瓷砖, 瓦片\nvt. 铺以瓦, 铺以瓷砖\n[计] 平铺",cet6 ky toefl ielts,s:tiles/d:tiled/i:tiling/p:tiled/3:tiles
tiles,,n. 瓷砖（tile的复数形式）,ielts,1:s3/0:tile
till,til,"prep. 直到, 在...以前, 迄\nconj. 直到...为止\nvt. 耕种\nn. 放钱的抽屉, 备用现金, 冰碛",zk gk toefl,s:tills/i:tilling/p:tilled/d:tilled/3:tills
tilt,tilt,"n. 倾斜, 倾向, 船篷, 车篷\nvt. 使倾斜, 使倾侧, 用帆布篷遮盖\nvi. 倾斜, 翘起, 冲, 评击\n[计] 倾斜",cet6 ky toefl ielts gre,p:tilted/i:tilting/d:tilted/3:tilts/s:tilts
timber,'timbә,"n. 木材, 木料\nvt. 用木材建造",cet4 cet6 ky toefl ielts gre,s:timbers/p:timbered/d:timbered
timbre,'timbә,"n. 音色, 音质\n[医] 音色, 音品",gre,s:timbres
time,taim,"n. 时间, 时侯, 时机, 时期, 期限, 次数, 节拍, 暂停, 规定时间\nvt. 测定...的时间, 记录...的时间, 计时, 定时\na. 时间的, 记时的, 定时的, 定期的, 分期的\n[计] DOS内部命令:用于显示或设定系统的时间",zk gk ielts,s:times/d:timed/i:timing/p:timed/3:times
time-consuming,"'taimkәn,sju:miŋ",a. 耗时的,toefl,0:time-consume/1:i
timely,'taili,"a. 及时的, 适时的\nadv. 及时地",cet6 ky ielts gre,
timetable,'taimteibl,n. 时间表,gk cet4 cet6 ielts,s:timetables/i:timetabling/d:timetabled/p:timetabled
timeworn,'taimwɒ:n,"a. 陈旧的, 老朽的",gre,
timid,'timid,"a. 胆小的, 羞怯的",cet4 cet6 ky toefl gre,
timidity,ti'miditi,"n. 胆小, 胆怯, 羞怯",toefl ielts gre,s:timidities
timorous,'timәrәs,"a. 胆怯的, 胆小的, 羞怯的",gre,
tin,tin,"n. 锡, 马口铁, 罐头\nvt. 在...镀锡于\na. 锡制的\n[计] tin阅读程序",gk cet4 cet6 ky toefl,s:tins/i:tinning/d:tinned/p:tinned/3:tins
tinder,'tindә,n. 火绒盒,gre,
tined,taind,a. 尖端的；有齿的,gre,
tinge,tindʒ,"n. 色调, 色彩, 气味, 气息\nvt. 染, 使带气息",ielts gre,d:tinged/p:tinged/s:tinges/3:tinges/i:tingeing
tingle,'tiŋgl,"vi. 激动, 感到刺痛, 抖动\nvt. 使感刺痛\nn. 刺痛, 震颤, 耳鸣",toefl,i:tingling/p:tingled/s:tingles/3:tingles/d:tingled
tinker,'tiŋkә,"n. 补锅匠, 会做各种修补活计的人\nvi. 做焊锅匠, 笨拙的修补\nvt. 修补",gre,i:tinkering/s:tinkers/p:tinkered/d:tinkered/3:tinkers
tinplate,'tinpleit,"n. 镀锡铁皮, 马口铁\n[化] 镀锡薄钢板",toefl,
tint,tint,"n. 色彩, 浅色\nvt. 染色于",toefl gre,s:tints/p:tinted/d:tinted/i:tinting/3:tints
tiny,'taini,"a. 很少的, 微小的",zk gk cet4 cet6 ky toefl,t:tiniest/r:tinier/s:tinies
tip,tip,"n. 顶, 尖端, 梢, 末端, 倾斜, 垃圾场, 小费, 轻击, 指点, 秘密消息\nvt. 装顶端, 使倾斜, 使翻倒, 泄露, 告诫, 暗示, 给...小费, 轻击\nvi. 倾斜, 翻倒, 倾覆, 踮脚走, 给小费\n[计] 终端接口处理器, 提示, 技巧",gk cet4 cet6 ky toefl,s:tips/d:tipped/p:tipped/i:tipping/3:tips
tipple,'tipl,"vt. (习惯性地)少量饮(酒)\nvi. 饮酒\nn. 酒, 含酒饮料",toefl gre,i:tippling/s:tipples/3:tipples/d:tippled/p:tippled
tirade,'taireid,n. 激烈的长篇演说,gre,s:tirades
tire,taiә,"n. 轮胎, 头饰\nvt. 使疲倦, 使厌烦, 打扮\nvi. 疲劳, 厌倦",gk cet4 cet6 ky toefl gre,p:tired/3:tires/d:tired/i:tiring
tired,taiәd,"a. 疲累的, 疲乏的, 厌倦的",zk gk,d:tired/0:tired/1:dp/p:tired
tiresome,'taiәsәm,"a. 累人的, 烦人的",cet6 ky,
tissue,'tiʃu:,"n. 薄的织物, 薄纱, 棉纸, 组织, 一套\n[化] 组织",gk cet4 cet6 ky toefl ielts gre,s:tissues/i:tissuing/p:tissued/3:tissues/d:tissued
Titanic,tai'tænik,a. 四价钛的\n[化] 钛; 正钛; 四价钛,toefl gre,
title,'taitl,"n. 头衔, 名称, 标题, 书名, 扉页, 权利, 资格, 冠军, 字幕\nvt. 授予头衔, 加标题于\n[计] 标题",gk cet4 cet6 ky toefl ielts,s:titles/d:titled/i:titling/p:titled/3:titles
titular,'titjulә,"a. 享有所有权的, 名誉上的, 有名无实的, 有头衔的\nn. 只有称号的人",gre,
to,tu:,"prep. 到, 向, 趋于\nadv. 向前",zk gk,
toad,tәud,"n. 蟾蜍, 癞蛤蟆, 讨厌的家伙",cet6 toefl,s:toads/3:toads
toady,'tәudi,"n. 谄媚者, 马屁精\nv. 谄媚, 拍马屁",gre,i:toadying/s:toadies/d:toadied/p:toadied/3:toadies
toast,tәust,"n. 吐司, 烤面包, 干杯\nvt. 敬酒, 烤, 使暖和\nvi. 烤, 烘",gk cet4 cet6 ky ielts,i:toasting/s:toasts/p:toasted/d:toasted/3:toasts
tobacco,tә'bækәu,"n. 烟草, 香烟\n[医] 烟草",gk cet4 cet6 ky toefl,s:tobaccos
today,tә'dei,"n. 今天, 当今, 现在\nadv. 今天, 当今",zk gk,s:todays
toddle,'tɒdl,"vi. 东倒西歪地走, 蹒跚学步, 溜达\nn. 东倒西歪的走路, 蹒跚",ielts,i:toddling/p:toddled/3:toddles/s:toddles/d:toddled
toe,tәu,"n. 足趾, 趾部, 脚趾\nvt. 以趾踏触, 用脚尖走\nvi. 动脚尖",cet4 cet6 ky toefl,s:toes/p:toed/i:toeing/d:toed/3:toes
toed,tәjd,"a. 有趾的, 斜着钉进去的",toefl,0:toe/1:pd
together,tә'geðә,"adv. 一起, 共同, 彼此",zk gk,
toil,tɒil,"n. 辛苦, 苦工, 网, 罗网, 圈套\nvi. 苦干, 跋涉",ielts gre,p:toiled/s:toils/i:toiling/d:toiled/3:toils
toilet,'tɒilit,"n. 厕所, 梳妆\nvi. 梳妆, 打扮, 上厕所\nvt. 给...梳妆打扮",zk gk cet4 cet6 ky,s:toilets
token,'tәukәn,"n. 表征, 记号, 代币\na. 象征的, 表意的\n[计] 记号",cet6 ky ielts,s:tokens
Tokyo,'tәukjәu,n. 东京\n[经] 东京,gk,
tolerable,'tɒlәrәbl,"a. 可容忍的, 可以的",toefl ielts,
tolerance,'tɒlәrәns,"n. 宽容, 忍受, 容忍, 容许量, 公差\n[计] 允许误差",cet4 cet6 ky toefl ielts gre,s:tolerances
tolerant,'tɒlәrәnt,"a. 宽容的, 容忍的, (对冷、热)能耐的\n[医] 能耐受的",cet6 ky toefl,
tolerate,'tɒlәreit,"vt. 宽容, 容许, 有耐力",gk cet4 cet6 ky toefl,d:tolerated/p:tolerated/i:tolerating/3:tolerates
toll,tәul,"n. 通行费, 代价, 钟声\nvt. 征收, 敲钟, 鸣钟, 勾引, 引诱\nvi. 征税, 鸣钟",ky toefl ielts gre,s:tolls/p:tolled/i:tolling/3:tolls/d:tolled
tomato,tә'mɑ:tәu,"n. 番茄, 西红柿",zk gk cet4 cet6 ky toefl,s:tomatoes
tomb,tu:m,"n. 坟墓, 死亡\nvt. 埋葬",gk cet4 cet6 ky,s:tombs
tombstone,'tu:mstәun,"n. 墓石, 墓碑\n[经] 墓碑, 墓志铭",gre,s:tombstones
tomorrow,tә'mɒ:rәu,"n. 明天, 未来\nadv. 明天, 未来地",zk gk,s:tomorrows
ton,tʌn,n. 吨\n[经] 吨,zk gk cet4 cet6 ky,s:tons/i:toning/r:tonner
tone,tәun,"n. 音调, 音质, 语调, 语气, 色调, 气氛, 状况, 思想状态\nvt. 给...定色调, 增强, 使...的声调和谐, 定音调\nvi. 颜色调和\n[计] 双音频",cet4 cet6 ky,s:tones/d:toned/p:toned/3:tones/i:toning
tones,,n. 声调；基本音色（tone的复数）,ielts,0:tone/1:s3
tongs,tɔŋz,"n. 钳子, 夹具\n[医] 钳",gre,0:tong/1:s
tongue,tʌŋ,"n. 舌, 语言能力, 讲话方式, 语言\nvt. 舔, 斥责, 发...的音\nvi. 使用舌头, 吹管乐器",zk gk cet4 cet6 ky toefl ielts,s:tongues/i:tonguing/p:tongued/3:tongues/d:tongued
tonic,'tɒnik,"n. 补药, (音乐)主调音或基音\na. 滋补的, 声调的, 使精神振作的",ielts gre,s:tonics
tonight,tә'nait,"n. 今晚, 今夜\nadv. 今晚, 今夜",zk gk,
tonsorial,tɒn'sɒ:riәl,"a. 理发师的, 理发的",gre,
too,tu:,"adv. 也, 非常, 太",zk gk,
tool,tu:l,"n. 工具, 机床, 傀儡\nvt. 用工具加工\nvi. 使用工具",zk gk cet4 cet6 ky,s:tools/i:tooling/p:tooled/3:tools/d:tooled
tools,tu:lz,"n. 工具, 工具菜单；工具箱（tool的复数形式）",ielts,1:s3/0:tool
tooth,tu:θ,"n. 牙齿, 齿状物, 爱好\nvt. 装以齿, 将...切成齿状\nvi. 啮合",zk gk,s:teeth
toothache,'tu:θeik,n. 牙痛\n[医] 牙痛,zk gk,
toothbrush,'tu:θbrʌʃ,n. 牙刷,zk gk,s:toothbrushes/i:toothbrushing
toothed,tu:θt,"a. 有齿的, 锯齿的, 锯齿状的",toefl,
toothpaste,'tu:θpeist,n. 牙膏\n[化] 牙膏,zk gk,s:toothpastes
top,tɒp,"n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺\na. 最高的, 顶上的, 头等的\nvt. 盖, 加以顶, 高达, 超越\nvi. 结束, 达到顶点, 高出\n[计] TOP协议",zk gk cet4 cet6 ky ielts,s:tops/d:topped/p:topped/i:topping/3:tops
topic,'tɒpik,"n. 主题, 论题, 话题",gk cet4 cet6 ky toefl ielts,s:topics
topics,,abbr. 总联机程序和信息控制系统（Total On-line Program and Information Control System）,ielts,0:topic/1:s
topographical,",tɔpә'^ræfikәl","a. 地形的, 地形学的, 地形测量的",toefl,
topography,tә'pɒgrәfi,"n. 地志, 地形学, 地势, 局部解剖学\n[医] 局部解剖, 局部记载",toefl,s:topographies
topple,'tɒpl,"vt. 推翻, 颠覆\nvi. 倒塌, 摇摇欲坠",gre,p:toppled/d:toppled/i:toppling/3:topples
topsoil,'tɒpsɒil,"n. 上层土, 表层土",toefl,s:topsoils/d:topsoiled
topsy-turvy,.tɒpsi'tә:vi,"adv. 颠倒地, 乱七八糟地\na. 颠倒的, 乱七八糟的\nn. 颠倒, 混乱\nvt. 使颠倒, 使混乱",gre,
torch,tɒ:tʃ,"n. 火把, 启发之物\n[化] 火炬",cet4 cet6 ky ielts,s:torches/p:torched/d:torched/i:torching/3:torches
torment,'tɒ:ment,"n. 使人痛苦的东西, 折磨者, 苦痛\nvt. 使苦恼, 纠缠, 歪曲, 拷问",cet6 ky toefl ielts gre,d:tormented/i:tormenting/s:torments/p:tormented/3:torments
tornado,tɒ:'neidәu,"n. 旋风, 龙卷风, 大雷雨",toefl ielts gre,s:tornados
torpedo,tɒ:'pi:dәu,"n. 鱼雷, 水雷, 地雷\nvt. 用鱼雷袭击, 破坏",cet6 gre,i:torpedoing/s:torpedos/p:torpedoed/3:torpedos/d:torpedoed
torpid,'tɒ:pid,"a. 麻痹的, 迟缓的, 迟钝的, 蛰伏的\n[医] 迟钝的, 不活泼的, 缓慢的",toefl gre,
torpor,'tɒ:pә,"n. 麻木, 无感觉, 迟钝\n[医] 迟钝, 不活泼",toefl gre,
torque,tɒ:k,"n. 扭转力, 转矩, 项圈\n[化] 转矩",cet6 toefl gre,s:torques
torrent,'tɒ:rәnt,"n. 奔流, 倾盆大雨, 倾注, 迸发",cet4 cet6 ky toefl ielts gre,s:torrents
torrential,tɒ'renʃәl,"a. 奔流的, 急流的, 猛烈的",toefl gre,
torrid,'tɒ:rid,"a. 晒热的, 酷热的, 炎热的",gre,
torso,'tɔ:sәu,"n. 躯干, 裸体躯干雕像\n[医] 躯干",gre,s:torsos
tortoise,'tɒ:tәs,"n. 龟, 行动迟缓的人",gk cet4 cet6,s:tortoises/i:tortoising/p:tortoised
tortuous,'tɒ:tʃuәs,"a. 扭曲的, 弯曲的, 转弯抹角的, 欺骗的\n[医] 纡曲的, 弯曲的",toefl gre,
torture,'tɒ:tʃә,"n. 拷问, 苦闷\nvt. 拷问, 曲解, 折磨, 使弯曲",cet4 cet6 ky ielts gre,d:tortured/p:tortured/i:torturing/s:tortures/3:tortures
toss,tɒs,"n. 投掷, 抛, 摇摆, 震荡, 掷钱币决定\nvt. 投掷, 猛抬, 摇荡, 使不安, 掷钱币决定\nvi. 被到处扔, 摇摆, 颠簸, 辗转, 掷钱币决定某事",cet4 cet6 ky ielts gre,p:tossed/i:tossing/d:tossed/3:tosses/s:tosses
total,'tәutl,"a. 全体的, 总的, 全然的\nvt. 计算...的总和, 共计为\nvi. 合计\nn. 总数, 全体, 合计\nadv. 统统",zk gk cet4 cet6 ky ielts,i:totalling/p:totalled/s:totals/3:totals/d:totalled
totalitarian,.tәutæli'tєәriәn,a. 极权主义的\nn. 极权主义者,gre,s:totalitarians
totality,'tәutæliti,"n. 全体, 总数, 全食",toefl,s:totalities
totally,'tәutli,adv. 完全地,gk,
totem,'tәutәm,"n. 图腾, 标志物, 崇拜物",gre,s:totems
totter,'tɒtә,"vi. 蹒跚, 动摇\nn. 蹒跚的步子",gre,p:tottered/i:tottering/3:totters/d:tottered
touch,tʌtʃ,"n. 触觉, 碰, 触, 机灵, 轻触, 格调, 少许, 缺点, 弹力\nvt. 接触, 触摸, 触及, 使接触, 达到, 涉及, 影响到, 使轻度受害, 感动\nvi. 触摸, 接近, 涉及, 提到",zk gk cet4 cet6 ky toefl,p:touched/d:touched/i:touching/s:touches/3:touches
touchable,'tʌtʃәbl,"a. 可触的, 可使感动的",cet6,
touchdown,'tʌtʃdaun,"n. 触地, 触地得分, 着地",toefl,s:touchdowns
touched,tʌtʃt,"a. 精神不太正常的, 受感动的",toefl,0:touch/1:pd/d:touched/p:touched
touching,'tʌtʃiŋ,"a. 动人的, 令人同情的",toefl ielts gre,0:touch/1:i/i:touching/s:touchings
touchstone,'tʌtʃstәun,"n. 试金石, 检验标准",gre,s:touchstones
touchy,'tʌtʃi,"a. 易怒的, 难以取悦的, 过于敏感的",toefl ielts gre,r:touchier
tough,tʌf,"n. 恶棍\na. 强硬的, 艰苦的, 坚固的, 坚韧的, 粗暴的, 咬不动的",gk cet4 cet6 ky toefl ielts,r:tougher/t:toughest/s:toughs
toupee,'tu:pei,n. 男子假发,gre,s:toupees
tour,tuә,"n. 旅游, 观光旅行, 任期\nvi. 旅行, 周游, 巡回\nvt. 周游, 观光, 游历, 使巡回演出",zk gk cet4 cet6 ky ielts,s:tours/i:touring/p:toured/d:toured/3:tours
touring,'tuәriŋ,n. 游览\na. 游览的,ielts,0:tour/1:i/i:touring
tourism,'tuәrizm,"n. 观光业, 游览\n[经] 旅游业",gk ielts,
tourist,'tuәrist,"n. 观光客, 旅行者\na. 旅游的",zk gk ielts,s:tourists
tourists,'tʊərɪsts,"n. 旅行者, 观光客( tourist的名词复数 )",ielts,0:tourist/1:s
tournament,'tә:nәmәnt,"n. 比赛, 竞赛, 锦标赛, 联赛",gk ky toefl ielts gre,s:tournaments
tourniquet,'tuәniket,"n. 止血器, 压脉器\n[医] 止血带, 压脉器",gre,s:tourniquets
tours,tuәz,n. 图尔斯（姓氏）；图尔市（法国城市名）,ielts,0:tour/1:s3
tousle,'tauzl,"vt. 使蓬乱, 弄乱\nn. 乱发, 杂乱, 凌乱",gre,p:tousled/d:tousled/i:tousling/3:tousles
tout,taut,"vi. 招徕顾客, 兜售物品\nvt. 招徕, 刺探...情报\nn. 兜售者, 侦查者",gre,d:touted/i:touting/s:touts/p:touted/3:touts
tow,tәu,"n. 拖, 拖绳, 拖轮\nvt. 拖, 拉, 牵引",cet6 ky toefl ielts,d:towed/i:towing/p:towed/s:tows/3:tows
toward,tә'wɒ:d,"prep. 向, 对于, 为了\na. 即将来临的, 进行中的",zk gk cet4 ky,
towards,tә'wɔ:dz,"prep. 向, 对于, 为了",cet4 cet6,
towel,'tauәl,"n. 手巾, 毛巾\nv. 擦干身子",zk gk cet4 cet6 ky toefl ielts,s:towels/p:towelled/i:towelling/3:towels/d:towelled
tower,'tauә,"n. 塔, 高楼, 堡垒\nvi. 高耸, 翱翔",zk gk cet4 cet6 ky toefl ielts,s:towers/p:towered/i:towering/3:towers/d:towered
towering,'tauәriŋ,"a. 高耸的, 激烈的",toefl,0:tower/1:i/i:towering
town,taun,"n. 城镇, 市, 镇\n[法] 城镇, 城市, 闹市",zk gk ielts,s:towns
toxic,'tɒksik,"a. 有毒的, 中毒的\n[医] 中毒的, 毒物的",cet6 ky toefl ielts gre,s:toxics
toxin,'tɒksin,n. 毒素\n[化] 毒素,gre,s:toxins
toy,tɒi,"n. 玩具, 小玩艺儿, 小型的东西, 消遣\na. 供玩耍的, 作为玩具的\nvi. 玩弄, 戏弄, 调情",zk gk cet4 cet6 ky gre,s:toys/p:toyed/i:toying/d:toyed/3:toys
toys,,n. 玩具（toy的复数）,ielts,0:toy/1:s3
trace,treis,"n. 痕迹, 踪迹, 微量, 迹线, 缰绳\nvt. 追踪, 回溯, 描绘\nvi. 追溯, 沿路走",cet4 cet6 ky toefl ielts,d:traced/s:traces/i:tracing/p:traced/3:traces
traceable,'treisәbl,"a. 可追踪的, 可描绘的\n[经] 可追溯的, 可追踪的",gre,
